,index,bids,brand,category,character,condition,era,franchise,gender,item_num,price,quantity_sold,sell_date,size,title,toy_type,year,format
8936,8936,0,MEDICOM,Comic Book Heroes,Venom,New,2002-Now,Spider-Man,,113914512944,89.95,1,"Oct 14, 2019",16cm,medicom mafex no.088 marvel amazing spider-man venom (comic ver.) action figure,Action Figure,2019,BIN
8937,8937,0,Unspecified,"TV, Movie & Video Games",,Used,,,,264438506629,33.99,1,"Oct 14, 2019",6in.,conan of cimmeria conan the barbarian series 1 todd mcfarlane action figure,Action Figure,,BIN
8938,8938,0,IRWIN,Anime & Manga,Goten & Trunks,Used,,Dragon Ball Z,,362739426988,16.99,1,"Oct 14, 2019",,dragon ball z ss goten trunks action figure irwin,Action Figure,,BIN
8939,8939,0,Funko,"TV, Movie & Video Games",,Used,,Garbage Pail Kids,,323941217366,4.0,1,"Oct 14, 2019",3in.,clark can't - garbage pail kids gpk funko mystery mini vinyl figure,Action Figure,2014,BIN
8940,8940,0,Hasbro,Comic Book Heroes,,Used,2002-Now,Marvel Universe,,163899390344,15.95,1,"Oct 14, 2019",6 Inch Scale,"marvel legends black panther series everett ross hasbro 6"" scale mcu target",Action Figure,,BIN
8941,8941,0,Takara TOMY,"TV, Movie & Video Games",,Used,,,,123869225698,32.0,1,"Oct 14, 2019",,takara microman devilman action figure 3.75 scale ,Action Figure,,BIN
8942,8942,0,Hasbro,Transformers & Robots,Sunstreaker,Used,,Transformers,,123935856477,17.99,2,"Oct 14, 2019",,transformers generations combiner wars sunstreaker loose complete,Action Figure,,BIN
8943,8943,0,McFarlane Toys,"TV, Movie & Video Games",,New,,Napoleon Dynamite,,223666335762,19.95,1,"Oct 14, 2019",12 in.,mcfarlane toys napoleon dynamite: napoleon in vote for pedro shirt action figure,Action Figure,2005,BIN
8944,8944,0,Hasbro,Comic Book Heroes,Sandman,Used,,Marvel Universe,,254388326213,80.0,1,"Oct 14, 2019",6in.,marvel legends sandman build-a-figure baf complete spiderman,Action Figure,,BIN
8945,8945,0,Neca,"TV, Movie & Video Games",Ahab Predator,New,2002-Now,Predator,,333349119587,25.99,1,"Oct 14, 2019","7""","ultimate ahab predator neca dark horse comics 2018 7"" inch action figure",Action Figure,2018,BIN
8946,8946,0,Neca,"TV, Movie & Video Games",Hornhead,New,2002-Now,Predator,,333066347928,24.99,2,"Oct 14, 2019","7""","hornhead predator neca series 18 comic 2018 7"" inch action figure",Action Figure,2018,BIN
8947,8947,0,Playmates Toys,"TV, Movie & Video Games",,New,2002-Now,,,333309375297,15.96,1,"Oct 14, 2019",1.5 Inch,new gormiti series 1 • 8 figures alos blind fury insecticus mimic mole 2-packs,Action Figure,2008,BIN
8948,8948,0,ZACCA,Military & Adventure,,New,,,,383153872487,12.99,1,"Oct 14, 2019",,"1/6 scale hot wwii rocket - zacca panzerfust 30/60 for 12"" action figure gray",Action Figure,,BIN
8949,8949,0,Does not apply,Military & Adventure,,New,,,,383153873301,19.99,3,"Oct 14, 2019",,"1/6 scale canon eos-1 dslr camera with 3 lens miniature for 12"" figure #r",Action Figure,,BIN
8950,8950,0,Hasbro,"TV, Movie & Video Games",Darth Vader,Used,,Star Wars,,323912634122,13.0,1,"Oct 14, 2019",,star wars vintage collection special action figure villan set target darth vader,Action Figure,,BIN
8951,8951,0,McFarlane Toys,Music,,New,,,,163874901894,129.99,1,"Oct 14, 2019",,guns ‘n’ roses slash mcfarlane toys 2005 deluxe box set action figure sealed,Action Figure,2005,BIN
8952,8952,3,Kenner,"TV, Movie & Video Games",Beast,New,,Transformers,,333354890878,36.0,1,"Oct 14, 2019",,lot (6) kenner transformers beast wars figures! new! sealed!,Action Figure,,Auction
8953,8953,0,Bandai,"TV, Movie & Video Games",PSYCHO GREEN RANGER,New,2002-Now,Power Rangers,,283638695251,210.0,1,"Oct 14, 2019",6in.,sdcc 2018 bandai power rangers psycho green and silver rangers brand new,Action Figure,2018,BIN
8954,8954,0,Mattel,Comic Book Heroes,,Used,,Batman,,264489808256,18.99,1,"Oct 14, 2019",,mattel dc multiverse king shark baf left arm batman classics universe batgirl,Action Figure,,BIN
8955,8955,0,ThreeA,"TV, Movie & Video Games",Sil,New,2002-Now,Species,,264417008828,275.99,1,"Oct 14, 2019",13in.,species sil 1/6 scale authentic 3a threezero unopened new,Action Figure,2019,BIN
8956,8956,0,DC,Comic Book Heroes,,New,,Batman,,202798353548,179.0,1,"Oct 14, 2019",,top-001 1/6 comedian casual ( joaquin phoenix joker) costume set action figure,Action Figure,,BIN
8957,8957,0,Hasbro,Transformers & Robots,Optimus Prime,New,2002-Now,Transformers,,401920098989,45.0,1,"Oct 14, 2019",6.5 in,buy now! transformers studio series optimus prime leader class #44 dotm,Action Figure,2019,BIN
8958,8958,0,21st Century Toys,Military & Adventure,,New,,,,362675379502,7.99,1,"Oct 14, 2019",,d-day 101st airborne - belt set w/ gear #2 - 1/6 scale 21 toys action figure,,,BIN
8959,8959,0,Unspecified,Mixed Lots,,Used,,GI Joe,,254203070385,80.0,1,"Oct 14, 2019",,vintage 1980's toy accessories weapons missiles gi joe transformers motu tmnt,Action Figure,1980,BIN
8960,8960,0,Mattel,Comic Book Heroes,,New,,DC Universe,,333123563721,44.99,1,"Oct 14, 2019",,2008 dc universe justice league unlimited fan collection 3 pack superman new,,2008,BIN
8961,8961,0,NECA,"TV, Movie & Video Games",Heavy,New,,Team Fortress 2,,303292008413,50.0,1,"Oct 14, 2019",7in.,"neca team fortress 2 blue heavy (7"") - new in box, with in-game item",Action Figure,,BIN
8962,8962,0,McFarlane Toys,"TV, Movie & Video Games",,New,,Japan 3D Animation,,153658122162,16.99,1,"Oct 14, 2019",,akira joker action figure new 2001 mcfarlane japan 3d animation ser 2 amricons,Action Figure,2001,BIN
8963,8963,0,Hasbro,Military & Adventure,,New,,GI Joe,,264445262632,23.99,1,"Oct 14, 2019",3.75in.,2014 gi joe 50th heated battle 2pk - blowtorch & heat viper - moc!,Action Figure,2014,BIN
8964,8964,0,Kenner,"TV, Movie & Video Games",Salacious Crumb,Used,1980-2001,Star Wars,,163896925120,17.99,1,"Oct 14, 2019",4in.,"star wars kenner potf2 oola & salacious crumb, 1998 (fan club exclusive)",Action Figure,1998,BIN
8965,8965,0,Hasbro,"TV, Movie & Video Games",Captain Action,New,,James Bond,,153012540499,20.0,1,"Oct 14, 2019",,captain walker d. plank james bond jr action figure hasbro 1991,Action Figure,1991,BIN
8966,8966,0,Unbranded,Other Action Figures,,New,1980-2001,,,153012523452,35.0,1,"Oct 14, 2019",,1991 hasbro james bond jr action figure - jaws,Action Figure,,BIN
8967,8967,0,Mattel,"TV, Movie & Video Games",He-Ro,Used,2002-Now,Masters of the Universe,,223145997265,55.0,1,"Oct 14, 2019",,"motuc, he-ro, complete, figure, masters of the universe classics he-man",Action Figure,2000's,BIN
8968,8968,0,Mattel,Comic Book Heroes,Kilowog,Used,,DC Universe,,223088994376,7.99,1,"Oct 14, 2019",5in.,kilowog green lantern jlu justice league unlimited action figure mattel animated,Action Figure,,BIN
8969,8969,0,Mattel,"TV, Movie & Video Games",Tri-Klops,Used,1980-2001,Masters of the Universe,,233296939151,24.99,1,"Oct 14, 2019",,"nice! motu, tri-klops, mexico, masters of the universe, he-man, complete, figure",Action Figure,1980's,BIN
8970,8970,0,NECA,"TV, Movie & Video Games",Rambo,New,,,,233119410408,65.0,1,"Oct 14, 2019",,neca rambo first blood john j rambo survival version action figure nib stallone,Action Figure,,BIN
8971,8971,6,Jakks Pacific,Sports,,Used,2002-Now,WWE,,352816432716,8.5,1,"Oct 14, 2019",,wwe 16 assorted wrestling action figures jakks pacific,Action Figure,,Auction
8972,8972,0,Hasbro,Comic Book Heroes,Iron Man,Used,,Iron Man,,264490263758,17.0,1,"Oct 14, 2019",7in.,"2008 war monger obadiah stane 7"" hasbro action figure iron man marvel avengers",Action Figure,2008,BIN
8973,8973,0,Hasbro,"TV, Movie & Video Games",Finn 2187,New,,Star Wars,,323912870182,30.0,1,"Oct 14, 2019",3.75in.,star wars force awakens combine series finn 2187 figure hasbro 2015 aus seller ,Action Figure,2015,BIN
8974,8974,0,Mattel,Sports,,Used,,,,264495509147,39.99,1,"Oct 14, 2019",,big jim vintage mattel figure toy lot of parts accessories - good shape!,Action Figure,,BIN
8975,8975,0,Star Wars,"TV, Movie & Video Games",Rio Durant,Used,2002-Now,Star Wars,,254376316731,10.95,1,"Oct 14, 2019",3.75in.,"star wars loose 3.75"" rio durant 2018 ardennian pilot solo",Action Figure,2018,BIN
8976,8976,0,Hasbro,Transformers & Robots,Hot Rod,New,2002-Now,Transformers,,202765345015,49.99,1,"Oct 14, 2019",,sdcc comic con exclusive transformers alternators rodimus hot rod 2007 ford gt,Action Figure,2007,BIN
8977,8977,0,Kidrobot,Designer & Urban Vinyl,Tina,New,,Bob's Burgers,,323839164878,24.99,1,"Oct 14, 2019",6in.,"bad tina (bob's burgers) - 6"" vinyl figure by kidrobot - sealed",Statue,,BIN
8978,8978,0,Hasbro,Transformers & Robots,,New,,Transformers,,132226585833,109.99,2,"Oct 14, 2019",5in.,transformers specialist autobots mirage & ironhide & houno figure,Action Figure,,BIN
8979,8979,0,Hasbro,"TV, Movie & Video Games",Super Battle Droid,New,2002-Now,Star Wars,,312285606820,19.89,1,"Oct 14, 2019",3.75in.,star wars action figure vintage kenner vtg super battle droid lot attack clones ,Action Figure,2002,BIN
8980,8980,0,Hasbro,Transformers & Robots,Boy,New,,Transformers,,293262079346,269.0,1,"Oct 14, 2019",,2003 transformers energon unicron - new box hasbro takara ships free boy toy,Action Figure,2003,BIN
8981,8981,0,Star Wars,"TV, Movie & Video Games",Grand Admiral Thrawn,New,,Star Wars,,223219066373,600.0,1,"Oct 14, 2019",12in.,sideshow star wars grand admiral thrawn 1/6 scale figure nib,Action Figure,,BIN
8982,8982,0,TYCO,"TV, Movie & Video Games",pteranodon,Used,,Dino-Riders,,293253856792,3.99,1,"Oct 14, 2019",3in.,tyco dino riders rasp figure only rulons vintage pteranodon series 1 1987 1988,Action Figure,1988,BIN
8983,8983,0,Blue Box,Military & Adventure,,New,,,,362603790265,4.99,1,"Oct 14, 2019",,full metal gear - compact pistol *diecast* #11 - 1/6 scale - bbi action figures,,,BIN
8984,8984,0,Chap Mei,Military & Adventure,Army men,Used,,,,202504864449,2.99,1,"Oct 14, 2019",4in.,"military figure size of g.j-joe, chap mei & lanard corps action figure toy rare",Action Figure,,BIN
8985,8985,0,McFarlane Toys,Military & Adventure,,New,,NAVY,,202799481462,28.95,1,"Oct 14, 2019",6in.,2006 mcfarlane's military series 4 navy field medic action figure (new),Action Figure,2006,BIN
8986,8986,0,McFarlane Toys,Military & Adventure,,New,,Military,,193156587956,38.95,1,"Oct 14, 2019",7in.,mint in box mcfarlane's military series 5 air force par parachute recue figure,Action Figure,2007,BIN
8987,8987,0,Kenner,"TV, Movie & Video Games",Snowtrooper,Used,,Star Wars,,183921294051,14.95,1,"Oct 14, 2019",3.75in.,star wars vintage imperial snowtrooper figure esb 1980 hk kenner,Action Figure,1980,BIN
8988,8988,0,Kenner,"TV, Movie & Video Games",Snowtrooper,Used,,Star Wars,,183856120257,14.95,1,"Oct 14, 2019",3.75in.,star wars vintage imperial snowtrooper figure esb 1980 hk kenner,Action Figure,1980,BIN
8989,8989,0,Kenner,"TV, Movie & Video Games",Snowtrooper,Used,,Star Wars,,174050914768,14.95,1,"Oct 14, 2019",3.75in.,star wars vintage imperial snowtrooper figure esb 1980 hk kenner,Action Figure,1980,BIN
8990,8990,0,Marvel,"TV, Movie & Video Games",Spider-Man,New,1990's,Spider-man,,264498104712,29.99,1,"Oct 14, 2019",12 in.,"marvel universe spider-man action figure toy biz 1999 12"" brand new",Action Figure,1999,BIN
8991,8991,0,Marvel,"TV, Movie & Video Games",Spider-Man,New,2000s,Spider-man,,264498118873,59.99,1,"Oct 14, 2019",12 in.,"spider-man adventure hero street scooter action figure toy biz 2001 12"" new",Action Figure,2001,BIN
8992,8992,0,Marvel,"TV, Movie & Video Games",Spider-Man,New,2000s,Spider-man,,264498118801,39.99,1,"Oct 14, 2019",12 in.,"spider-man adventure hero skateboard action figure toy biz 2001 12"" new",Action Figure,2001,BIN
8993,8993,0,Nickelodeon,"TV, Movie & Video Games",as shown,Used,,Teenage Mutant Ninja Turtles,,283639287821,12.0,1,"Oct 14, 2019",,tmnt teenage mutant ninja turtles 2012 nickelodeon karai nm 100% complete 098,Action Figure,2012,BIN
8994,8994,0,Marvel,Comic Book Heroes,Thanos,New,2002-Now,Marvel Cinematic Universe,,223684969186,119.95,1,"Oct 14, 2019",6in.,marvel legends armored thanos baf complete w/ bonus head! infinity war endgame,Action Figure,2019,BIN
8995,8995,0,Jakks Pacific,Sports,,New,,,,352755674647,16.46,1,"Oct 14, 2019",6in.,"wwe shawn michaels classic superstars ljn styling from jakks, unopen",Action Figure,,BIN
8996,8996,0,Hasbro,Comic Book Heroes,Ultimate Iron Man,New,2002-Now,Iron Man,,274013461045,13.99,1,"Oct 14, 2019",6in.,marvel legends ultimate iron man-unmaked-ne,None,,BIN
8997,8997,3,NECA,"TV, Movie & Video Games",Stay Puft Marshmallow Man,Used,,Ghostbusters,,133197453218,16.5,1,"Oct 14, 2019",8in.,neca ghostbusters stay puft marshmallow man head knockers bobble rare,Bobble Action Figure,2004,Auction
8998,8998,0,jakks pacific,Sports,,New,,,,233314242721,16.46,1,"Oct 14, 2019",6in.,"the undertaker wwe classic superstars series 13 , never opened, from jakks ",Action Figure,,BIN
8999,8999,0,Hasbro,Comic Book Heroes,,Used,,,,123938830547,8.99,1,"Oct 14, 2019","6""",marvel legends iron man 2 walmart exclusive ironman action figure loose,Action Figure,,BIN
9000,9000,0,Marvel,Comic Book Heroes,,Used,,,,193069329590,20.0,1,"Oct 14, 2019",,marvel universe iron man 2 loose iron monger,Action Figure,,BIN
9001,9001,1,Tokidoki,Designer & Urban Vinyl,,Used,,Moofia,,153675357259,3.5,1,"Oct 14, 2019",3in.,moofia breakfast besties tokidoki vinyl blind box figure - berry jamz,Action Figure,,Auction
9002,9002,0,Hasbro,Comic Book Heroes,Taskmaster,New,2002-Now,Captain America,,254347626662,30.0,1,"Oct 14, 2019",6in.,marvel legends taskmaster mercenaries mayhem red skull onslaught baf wave nib 👍,Action Figure,,BIN
9003,9003,0,Mattel,Comic Book Heroes,Aquaman,Used,,Aquaman,,323907176359,11.95,1,"Oct 14, 2019",6.5in.,dc universe ocean warrior aquaman classics wave 7 action figure ,Action Figure,,BIN
9004,9004,0,Hasbro,"TV, Movie & Video Games",,Used,,GI Joe,,153596484358,19.99,1,"Oct 14, 2019",7in.,torpedo - gi joe sigma 6 figure - navy seal - diver,Action Figure,,BIN
9005,9005,0,Hasbro,"TV, Movie & Video Games",Sidon Ithano,New,,Star Wars,,323912207020,40.0,1,"Oct 14, 2019",3.75in.,star wars force awakens sidon ithano & first mate quiggold figures hasbro 2015,,2015,BIN
9006,9006,0,Hasbro,Comic Book Heroes,Nightcrawler,New,,Marvel Universe,,183994320356,19.99,1,"Oct 14, 2019",6in.,marvel legends nightcrawler figure loose 2019 hasbro,Action Figure,2019,BIN
9007,9007,0,Just Play,"TV, Movie & Video Games",Pig Pen,Used,,Peanuts Gang,,153666007960,10.95,1,"Oct 14, 2019",,2015 peanuts pig pen figure toy figurine snoopy just play toys,Action Figure,2015,BIN
9008,9008,0,KENNER,Sports,,New,1980-2001,,,113882581484,24.99,1,"Oct 14, 2019",,"1997 starting lineup slu nfl joe montana san francisco 49ers 12"" figure new box",Action Figure,1997,BIN
9009,9009,0,Star Wars,"TV, Movie & Video Games",Prune Face,New,Pre-1980,STAR WARS,,174048857245,59.99,1,"Oct 14, 2019",3.75in.,star wars vintage prune face rotj 77 back moc action figure unpunched,Action Figure,1983,BIN
9010,9010,0,Mattel,"TV, Movie & Video Games",He-Man,Used,1980-2001,He-Man,,202677246700,249.99,1,"Oct 14, 2019",,1986 mattel he-man masters of the universe sorceress loose afa u85 nm+ motu,Action Figure,1986,BIN
9011,9011,0,Hasbro,Military & Adventure,GI JOE,Used,Pre-1980,GI Joe,,233366720598,25.95,1,"Oct 14, 2019",12in.,vintage gi joe 1966 sotw german russian jack boots hasbro,Action Figure,1966,BIN
9012,9012,0,Hasbro,Military & Adventure,Joe,Used,,Street Fighter,,133122201327,9.99,1,"Oct 14, 2019",3.75in.,vintage colonel guile street fighter gi joe 1994 action figure,Action Figure,1994,BIN
9013,9013,0,Hasbro,Military & Adventure,,Used,,GI Joe,,193149636291,20.0,1,"Oct 14, 2019",,lot of 8 gi joe action figures used,Action Figure,,BIN
9014,9014,0,Playskool,Transformers & Robots,Hoist the Tow-Bot,Used,2002-Now,Transformers,,283634530939,4.75,1,"Oct 14, 2019",5.5in.,hasbro transformers playskool heroes rescue bots autobot hoist the tow-bot,Action Figure,2012,BIN
9015,9015,0,Hot Toys,"TV, Movie & Video Games",,Used,2002-Now,The Joker,,263868957266,359.99,1,"Oct 14, 2019",12in.,"hot toys - tdk - the joker (bank robber version) 12"" 1/6 scale figure (mms 79) ",Action Figure,,BIN
9016,9016,0,Hasbro,Comic Book Heroes,Daredevil,New,2002-Now,Daredevil,,133193424049,18.0,1,"Oct 14, 2019","6""","daredevil (6"") red variant ( walmart only ) 2007 marvel legends action figure a2",Marvel Legends Action Figure,2007,BIN
9017,9017,0,Mattel,Comic Book Heroes,Harley Quinn,Used,2002-Now,,,401830660329,9.0,1,"Oct 14, 2019",6in.,"dc multiverse, suicide squad, harley quinn action figure, 6 inches croc c-n-c",Action Figure,2016,BIN
9018,9018,0,Mattel,Sports,,New,2002-Now,WWE,,264480911080,49.99,1,"Oct 14, 2019",,wwe mattel elite exclusive chase collectors edition liv morgan riott squad new!,Action Figure,,BIN
9019,9019,0,toymakers,Sports,,Used,,,,143360749836,3.0,1,"Oct 14, 2019",,wcw ric flair lex luger action figure set moc 1998 wrestling toymakers wwf wwe,Action Figure,1998,BIN
9020,9020,0,Hasbro,Military & Adventure,Cobra Viper Pilot,Used,,GI Joe,,174064402495,79.99,1,"Oct 14, 2019",3.75in.,gi joe arah vintage original 1983 cobra viper pilot hasbro figure good symbol ,Action Figure,,BIN
9021,9021,0,McFarlane Toys,"TV, Movie & Video Games",Steve,New,,,,223576949970,59.88,1,"Oct 14, 2019",,mcfarlane toys slap shot hanson brothers jack steve jeff action figure set of 3,Action Figure,,BIN
9022,9022,0,Ameshop,"TV, Movie & Video Games",,New,,,,113752707652,25.28,3,"Oct 14, 2019",,ameshop set of 3 baldi's basics in education & learning plush figure stuffed toy,,,BIN
9023,9023,0,Mattel,"TV, Movie & Video Games",,New,,Ghostbusters,,372708550082,29.99,11,"Oct 14, 2019","6"" scale",ghostbusters winston zeddemore & ray stantz figure 2 pack 30th anniversary bhv34,Action Figure,,BIN
9024,9024,0,Mezco,Comic Book Heroes,Captain America,New,2002-Now,,,183874373238,300.0,1,"Oct 14, 2019",,mezco one:12 captain america classic 2016 sdcc exclusive ,Action Figure,,BIN
9025,9025,0,DC,Comic Book Heroes,Superman,New,,DC Universe,,254386427116,39.99,1,"Oct 14, 2019",,"dc direct superman series superman articulated action figure, sealed on card",Action Figure,,BIN
9026,9026,0,Hasbro,"TV, Movie & Video Games",SAND PEOPLE (TUSKEN RAIDER),New,2002-Now,Star Wars,,372743723536,34.95,1,"Oct 14, 2019",6in.,"2016 star wars 40th anniversary 6 inch figure ""sand people (tusken raider)"" moc",Action Figure,2016,BIN
9027,9027,0,Marvel,Comic Book Heroes,Nightcrawler,New,2002-Now,X-Men,,264467844838,20.0,1,"Oct 14, 2019",6in.,hasbro marvel legends nightcrawler new,Action Figure,2019,BIN
9028,9028,0,Star Wars,"TV, Movie & Video Games",Jawa,New,2002-Now,Star Wars,,143410565847,16.0,1,"Oct 14, 2019",4in.,star wars black series 40th anniversary jawa action figure 2017,Action Figure,2017,BIN
9029,9029,0,Hasbro,"TV, Movie & Video Games",Guavian,New,,Star Wars,,174063373814,12.4,1,"Oct 14, 2019",6in.,star wars the black series guavian enforcer 6 inch #08 new,Action Figure,2015,BIN
9030,9030,1,Hasbro,Sports,Bret Hart,Used,1980-2001,WWE,,254382363436,19.99,1,"Oct 14, 2019",,"bret “hitman” hart wwf series 4 (hasbro, 1992) blue card, wrestling figure",Action Figure,1992,Auction
9031,9031,0,Hasbro,Transformers & Robots,,New,,,,264277605548,29.69,1,"Oct 14, 2019",,transformers generations war for cybertron: siege deluxe class wfc-s10 sidesw...,,,BIN
9032,9032,0,Minimates,Sports,,New,,,,123825976012,8.0,1,"Oct 14, 2019",,wrestling action figure set of 12 vinyl miniature toys lot wwe wwf wcw,Action Figure,,BIN
9033,9033,0,Hasbro,Military & Adventure,Cobra Commander,Used,,GI Joe,,264489010917,13.99,1,"Oct 14, 2019",3.75in.,gi joe 25th anniversary cobra commander cobra leader loose complete,Action Figure,2008,BIN
9034,9034,0,Mattel,Sports,CM Punk,Used,2002-Now,,,274047844543,44.99,1,"Oct 14, 2019",7in.,wwe elite ringside collectibles exclusive cm punk ecw mattel complete,Action Figure,,BIN
9035,9035,0,Starting Lineup,Sports,,New,,,,401901223592,6.99,1,"Oct 14, 2019",,"1996 football starting lineup barry sanders, sealed",Action Figure,1996,BIN
9036,9036,0,Hasbro,"TV, Movie & Video Games",James Bond Jr,New,1980-2001,James Bond,,223654929114,34.99,1,"Oct 14, 2019",,vintage 90's 1991 james bond jr lot dr no gordo letter iq odd job action figure,Action Figure,1991,BIN
9037,9037,0,Mojang,"TV, Movie & Video Games",Zombie Pigman,New,,,,283455313207,10.95,14,"Oct 14, 2019",,minecraft zombie pigman action figure pack series 3 neutral mobs nib,Action Figure,2016,BIN
9038,9038,1,Hasbro,Comic Book Heroes,,New,,,,352819241268,9.99,1,"Oct 14, 2019",,"marvel universe action figure 3.75"" shield series the thing #019 sealed",,,Auction
9039,9039,0,Hasbro,Military & Adventure,,Used,,GI Joe,,323923386404,74.0,1,"Oct 14, 2019",3.75in.,"lot of (3) vintage gi joe 3.75"" inch action figures 80s",Action Figure,1980,BIN
9040,9040,0,Hasbro,"TV, Movie & Video Games",James Bond Jr,Used,1980-2001,James Bond,,163621447556,49.0,1,"Oct 14, 2019",,vintage 90's 1991 james bond jr lot flight ninja scuba gear action figure sealed,Action Figure,1991,BIN
9041,9041,0,NECA,"TV, Movie & Video Games",Freddy Krueger ( with Demon Dogs ),New,,A Nightmare on Elm Street,,163861043644,20.0,1,"Oct 14, 2019","7""",a nightmare on elm street 2 freddys revenge neca reel toys action figure,Action Figure,2018,BIN
9042,9042,0,Imperial,"TV, Movie & Video Games",,Used,,Godzilla,,223679796788,24.99,1,"Oct 14, 2019","9"" tall approx",pair of two headed dragons imperial toys monster kaiju dinosaur figures 1983,Action Figure,1983,BIN
9043,9043,3,Hasbro,Comic Book Heroes,Spider-Man,Used,2002-Now,Spider-Man,,153675309600,8.5,1,"Oct 14, 2019",6in.,"2002 toybiz super poseable spider-man 6"" action figure movie  marvel legends",Action Figure,2002,Auction
9044,9044,0,Spawn,"TV, Movie & Video Games",,New,1990s,,,263097711379,19.99,1,"Oct 14, 2019","6""","spawn deluxe edition cosmic angela ultra action figure brand new 1995 6""",Action Figure,1995,BIN
9045,9045,0,LJN,Fantasy,Warduke,Used,,Dungeons & Dragons,,333331132991,44.95,1,"Oct 14, 2019",,dungeons & dragons warduke w/ battlematic action 1983 ljn figure rare version,Action Figure,1983,BIN
9046,9046,0,LJN,Sports,Adrian Adonis,Used,,,,333313453143,39.99,1,"Oct 14, 2019",,vintage wwf 1987 ljn adrian adonis wrestling action figure read description ,Action Figure,1987,BIN
9047,9047,1,Unspecified,Sports,,New,,,,163903210477,6.5,1,"Oct 14, 2019",,british bulldog wwe classic super stars  action figure davey boy smith,Action Figure,,Auction
9048,9048,0,McFarlane Toys,"TV, Movie & Video Games",Eleven,New,2002-Now,Stranger Things,,163852571018,5.99,1,"Oct 14, 2019",6in.,"stranger things punk eleven 6"" action figure mcfarlane toys 2018 moc",Action Figure,2018,BIN
9049,9049,0,Disney,"TV, Movie & Video Games",Jedi,Used,,Star Wars,,133173679754,12.74,1,"Oct 14, 2019",11in.,"porg - star wars the last jedi talking life size 11"" inch plush stuffed animalp",,2017,BIN
9050,9050,0,Unbranded,"TV, Movie & Video Games",,New,,,,401886493300,19.99,3,"Oct 14, 2019",6inch,bandai tamashii s.h. figuarts bruce lee action figure new toy gift a101u,Action Figure,,BIN
9051,9051,1,Kidrobot,Designer & Urban Vinyl,,Used,2002-Now,,,283635938378,20.0,1,"Oct 14, 2019",,the good mascot by kidrobot 800 pieces made.  huck gee autograph,Action Figure,,Auction
9052,9052,0,Unspecified,Transformers & Robots,Optimus Prime,New,2002-Now,Transformers,,202374683342,9.99,1,"Oct 14, 2019",,kre-o transformers hasbro optimus prime convention exclusive kreon figure - kreo,Minifigure,2011,BIN
9053,9053,2,New-Ray Toys,"TV, Movie & Video Games",,Used,,Plotter,,233362418918,21.99,1,"Oct 14, 2019",3.75in.,"vintage g.i. joe bootleg 1994 plotter erebus 3.75"" figure new-ray toys fun tech",Action Figure,1994,Auction
9054,9054,2,New-Ray Toys,"TV, Movie & Video Games",,Used,,Plotter,,233362418949,21.99,1,"Oct 14, 2019",3.75in.,"vintage g.i. joe bootleg 1994 plotter vitim 3.75"" figure new-ray toys fun tech",Action Figure,1994,Auction
9055,9055,0,Kenner,"TV, Movie & Video Games",,New,,,,333356672913,137.99,1,"Oct 14, 2019",,kenner 39800 star wars the empire strikes back lando calrissian nib,,,BIN
9056,9056,0,Kenner,"TV, Movie & Video Games",,Used,,,,293272060226,228.99,1,"Oct 14, 2019",,kenner 38310 star wars the empire strikes back yoda ln/box,,,BIN
9057,9057,0,Kenner,"TV, Movie & Video Games",,New,,,,293268849994,177.99,1,"Oct 14, 2019",,kenner 70660 star wars return of the jedi princess leia organa (boushh disguise),,,BIN
9058,9058,1,Hasbro,"TV, Movie & Video Games",Gamorrean Guard,New,2002-Now,Star Wars,,254386063823,15.0,1,"Oct 14, 2019",3.75in.,hasbro star wars the vintage collection vc21 gamorrean guard return of the jedi,Action Figure,,Auction
9059,9059,0,Nintendo,"TV, Movie & Video Games",Donkey Kong,New,2002-Now,Super Mario Bros.,,333307139008,121.98,1,"Oct 14, 2019",12in.,"rare popco giant donkey kong figure large 12"" nintendo super mario bros 2008",Action Figure,2008,BIN
9060,9060,0,Hasbro,Comic Book Heroes,HULK,New,2002-Now,Marvel Legends,,123938776571,79.99,1,"Oct 14, 2019","8""",hulk ( 2015 ) marvel legends ( thanos infinite series) avengers action figure #2,Marvel Legends Action Figure,2015,BIN
9061,9061,0,Nintendo,"TV, Movie & Video Games",Fire Toad,New,2002-Now,Super Mario,,273917673912,27.99,1,"Oct 14, 2019",2.5in.,"world of nintendo super mario fire toad 2.5"" jakks pacific figure in hand",Action Figure,,BIN
9062,9062,1,Hasbro,"TV, Movie & Video Games",Jar Jar Binks,New,2002-Now,Star Wars,,223692397841,10.0,1,"Oct 14, 2019",3.75in.,star wars episode ii: jar jar binks - gungan senator figure in star case,Action Figure,,Auction
9063,9063,1,Gentle Giant,Comic Book Heroes,Hellboy,Used,2002-Now,hellboy,,143404789928,27.9,1,"Oct 14, 2019",6in.,hellboy animated deluxe action figure abe sapien moc gentle giant 2007 rare,Action Figure,2007,Auction
9064,9064,0,Marvel,Comic Book Heroes,sentinel,Used,2002-Now,X-Men,,323945932685,193.99,1,"Oct 14, 2019",14in.,marvel legends sentinel baf ,Action Figure,,BIN
9065,9065,0,Hasbro,Sports,Hulk Hogan and Ultimate Warrior,Used,1980-2001,,,113832785806,129.95,1,"Oct 14, 2019",12in.,"hulk hogan ultimate warrior wrestling talking action figures 12"" wwf pull string",Action Figure,1990,BIN
