,bids,brand,category,character,condition,era,franchise,gender,item_num,price,quantity_sold,sell_date,size,title,toy_type,year
2199,0,Transformers,Transformers & Robots,Barricade,New,,Transformers,,174057480528,33.75,10,,,Transformers Siege War For Cybertron Figure Deluxe Class - Barricade IN HAND!!!,Action Figure,2019
2200,0,Bandai,Anime & Manga,,New,,,,163362696577,82.97,1,,,ROBOT SPIRITS Ka Signature Side MS GUN CANNON DETECTOR MSV Ver Figure BANDAI,,
2201,0,Unbranded,Comic Book Heroes,Spider-Man/ Iron Spider,New,2002-Now,Avengers,,323306753775,10.24,252,,7in.,Spider-Man Iron Spider Avengers Infinity War Marvel Action Figure Toy Fans Gifts,Action Figure,2018
2202,0,,Sports,,Used,1980-2001,,,143406731151,10.0,1,"Oct 12, 2019",4in.,Rashaan Salaam Starting Lineup 1996 Edition  !!!!   Chicago Bears  !!!!!,Action Figure,1996
2203,0,Action,Transformers & Robots,,New,,,,113920222256,34.99,3,,,In STOCK Transformers Generations Selects Deluxe Smokescreen Action Figure,,
2204,0,Unbranded,"TV, Movie & Video Games",,New,,,,163391586425,5.59,194,,5in.,Q Posket Figures Princess Tinkerbell Fairy Mermaid Princess Bale  Action figure,Action Figure,
2205,0,MOTUC,"TV, Movie & Video Games",,Used,,,,281888168081,3.99,10,,2in.,Accessory GUN For Masters of the Universe Classics MOTU MOTUC FIGURE,Action Figure,2014
2206,0,Hasbro,Military & Adventure,Night Creeper,Used,,GI Joe,,223461613234,2.89,1,"Oct 12, 2019","3.75""","Gi Joe 3.75"" Cobra Ninja Night Creeper v5 Figure Loose Hasbro 2003",Action Figure,2003
2207,1,Hasbro,Comic Book Heroes,,Used,,,,293264487330,5.99,1,"Oct 12, 2019",3.75in.,Hasbro Marvel Universe X-men 3.75 JUBILEE MODERN  Loose Complete,Action Figure,
2208,0,Bandai,"TV, Movie & Video Games",Knight,Used,,Power Rangers Megaforce,,333355047493,5.0,1,"Oct 12, 2019",4in.,"Power Rangers Super MegaForce ROBO KNIGHT 4"" Action Figure Bandai LOOSE 100% COM",Action Figure,
2209,0,AmToy,"TV, Movie & Video Games",Dust Brain,Used,1980-2001,Madballs,,174005248856,29.99,1,"Oct 12, 2019",4in.,vintage HEAD ONLY for MadBalls DUST BRAIN head popping action figure 1986 Amtoy,Action Figure,1986
2210,1,Hasbro,Comic Book Heroes,,Used,,,,293264487844,5.99,1,"Oct 12, 2019",3.75in.,Hasbro Marvel Universe X-men 3.75 JIM LEE PSYLOCKE  Loose Complete,Action Figure,
2211,0,Hot Toys,"TV, Movie & Video Games",Red Skull,Used,,Captain America,,143315033320,65.0,1,"Oct 12, 2019",12in.,Hot Toys 1/6 MMS167 Red Skull Captain America First Avengers Body,Action Figure,
2212,1,Marvel Legends,Comic Book Heroes,Beast,New,,X-Men,,193147120955,23.99,1,"Oct 12, 2019",6in.,Marvel Legends X-Men Beast Caliban BAF NEW,Action Figure,2019
2213,0,Hasbro,"TV, Movie & Video Games",,New,2002-Now,Star Wars,,322997170977,112.0,43,,6in.,"NEW STAR WARS STORMTROOPER C-3PO 40th Anniversary Wave 2 COMPLETE SET 6"" FIGURES",Action Figure,2017
2214,0,McFarlane Toys,"TV, Movie & Video Games",eric draven The Crow,Used,1980-2001,The Crow,,323934923942,14.99,1,"Oct 12, 2019",7in.,McFarlane 1999 The Crow McFarlane Movie Maniacs 2 open/loose,Action Figure,1999
2215,0,Hasbro,Transformers & Robots,Optimus Prime,Used,1980-2001,Transformers,,202798825253,20.0,1,"Oct 12, 2019",12 in,"G1 Optimus Prime Trailer Only Transformers Takara 1980,1982 ",Action Figure,1982
2216,0,Hasbro,Comic Book Heroes,,New,,AVENGERS,,202793707879,59.99,1,"Oct 13, 2019",6in.,Marvel Legends Iron Man Mark LXXXV 85 Captain America Bro Thor BAF NEW IN HAND,Action Figure,2019
2217,0,NECA,"TV, Movie & Video Games",,New,,,,143409222991,21.99,1,,,"7"" NECA IT Ultimate Pennywise Clown Action Figure Movie Doll 2017 New Scale",,
2218,0,,"TV, Movie & Video Games",as shown,New,,Teenage Mutant Ninja Turtles,,274049571062,74.99,1,"Oct 13, 2019",,TMNT TEENAGE MUTANT NINJA TURTLES 1989 CASEY JONES MOC 19 BACK GREAT COND NEW,Action Figure,1988-1994
2219,0,Tokidoki,Designer & Urban Vinyl,,New,,,,223656895473,4.76,4,"Oct 13, 2019","1.5""",Tokidoki SUSHI CARS MINIS - PG (POPCORN GUY) OCTO-CART Vinyl Figure Blind Bag,Action Figure,2019
2220,0,Kenner,"TV, Movie & Video Games",,New,,,,123043466484,14.5,78,,,1 x Vintage Star Wars Figure + Helmet Stand - Kenner (DISPLAY STAND ONLY),,
2221,0,MEDICOM,Designer & Urban Vinyl,Andy Warhol,New,2002-Now,Bearbrick,,113905317818,110.99,5,,400% + 100%,Medicom Be@rbrick Andy Warhol Double Mona Lisa 400％ + 100% bearbrick set 2pcs,Bearbrick,2019
2222,0,Funko,Comic Book Heroes,,New,,,,372500981999,15.94,784,,Does Not Apply,Funko Pop Spider-Man into the Spiderverse: Miles Morales Bobble-Head #33977,Does Not Apply,
2223,0,Mattel,Other Action Figures,,Used,1986,LOS AMOS DEL UNIVERSO,,323924954360,150.0,1,"Oct 13, 2019",,"HEMAN THUNDER PUNCH, MEXICO AURIMAT, LOS AMOS DEL UNIVERSO, VINTAGE 80S, MATTEL",Action Figure,1986
2224,0,Takara,Transformers & Robots,Robot,New,2002-Now,,,401779872070,23.0,17,,14cm,Takara Transformers MP-19 Nissan Fairlady 280Z-T Smokescreen Action Figures Toy,Action Figure,2010
2225,0,Mattel,Comic Book Heroes,lead,New,2002-Now,DC Universe,,293275340135,24.99,1,"Oct 13, 2019",,DC UNIVERSE SIGNATURE COLLECTION LEAD FIGURE W/  Outer BOX 2012 Mattel,Action Figure,2012
2226,0,Hasbro,"TV, Movie & Video Games",,Used,,Star Wars,,392414898687,14.99,14,,"3.75""",STAR WARS black series BASTILA SHAN jedi knight KOTOR EU tbs #20,Action Figure,
2227,0,ToyBiz,Comic Book Heroes,Venom,New,Modern (1981-Now),Spider-Man,,254319248982,9.56,1,"Oct 13, 2019",2.5 to 3in.,ToyBiz Spider-Man Web of Steel Die cast Figures Spider-Man vs. Venom,Action Figure,1994
2228,0,Mattel,Sports,Kofi Kingston,Used,2010-Now,WWE,,323902918415,14.99,1,"Oct 13, 2019",6in.,WWE Wrestling Mattel Elite Series 27 Fandango Figure w Vest Accessory WWF RARE,Action Figure,2012
2229,0,Kenner,"TV, Movie & Video Games",,New,,Star Wars,,121772743060,13.99,627,,,20 x VINTAGE STAR WARS ACTION FIGURE DISPLAY STANDS (BRAND-NEW) T1c,Action Figure,
2230,0,Hasbro,Military & Adventure,,Used,,GI Joe,,173875350351,1.75,1,"Oct 13, 2019",3 3/4,Hasbro GI Joe 1990 Captain Grid-Iron Figure Accessory Lot -  Football Grenade,Action Figure,
2231,0,Bandai,Comic Book Heroes,,New,,,,143387008790,23.22,7,,,Bandai Dragon Ball Super Dragon Stars Series 1 Beerus Action Figure,,
2232,0,Hasbro .,Comic Book Heroes,,Used,2002-Now,Marvel Universe,,153301674493,4.9,8,,,POWER CHARGED ELECTRO Amazing Spider-Man 2 Action Figure,Action Figure,
2233,0,Mattel,Sports,Charles Barkley,Used,1980-2001,NBA Players,,264495589224,13.98,1,"Oct 13, 2019",10in.,Charles Barkley NBA Official Player Beanbag Doll MATTEL◾Houston Rockets 1999◾NOC,Action Figure,1999
2234,0,Hasbro,Military & Adventure,,Used,,GI Joe,,153570512871,7.19,1,"Oct 13, 2019",3.75in.,GI Joe 2003 CROSS HAIR V1 Sniper 100% complete w FC Filecard,Action Figure,
2235,0,Hasbro,Sports,Koko B Ware,New,1980-2001,,,113723957760,119.95,1,"Oct 13, 2019",5in.,WWF Hasbro SIGNED Koko B Ware MOC FRENCH  WWE ELITE RARE RETRO,Action Figure,1991
2236,0,Mega Construx,"TV, Movie & Video Games",Teela,New,,Masters of the Universe,,153504294512,8.99,1,"Oct 13, 2019",2in.,"Mega Construx Masters of the Universe Teela Mini 2"" He Man Action Figure",Action Figure,2017
2237,0,Unbranded,Anime & Manga,Various,Used,,Dragon Ball,,312695775705,60.0,1,"Oct 13, 2019",,Dragonball Super Battle Collection junk item Figure Set Figurine Japan Limited,Figure,
2238,0,Unbranded,Military & Adventure,,Used,,,,113916165594,5.0,1,"Oct 13, 2019",4in.,"Firefighter & Policeman 4"" Action Figures",Action Figure,
2239,0,Takara,Other Action Figures,,Used,,,,392359046565,389.99,1,"Oct 13, 2019",,"LOT OF VINTAGE 80s BATTLE BEASTS-19 DIFFERENT, PANDA, PENGUIN, SLOTH, PIG, ++++",,
2240,0,Mattel,"TV, Movie & Video Games",,New,,,,333268596018,14.94,1,"Oct 13, 2019",,Jurassic World Mini Dino Blind Bags 3-Pack Mattel Dinosaurs Assorted CHOP,,
2241,0,Hasbro,Transformers & Robots,Rumble,Used,2000,Transformers,,143389088206,18.99,4,,3'',Transformers Titans Return RUMBLE Legends Class,Action Figure,2012
2242,0,Mattel,Sports,,Used,2002-Now,WWE,,303312664330,39.99,1,"Oct 13, 2019",7 In,WWE Mattel Elite Series 10 John Morrison Wrestling Action Figure Sunglasses,Action Figure,
2243,0,Unbranded,Other Action Figures,,New,,,,392003871558,9.99,91,,,█ 30mm Resin Kingdom Death Female Rogue Unpainted Unbuild ONLY Figure WH062,Action Figure,
2244,0,Unbranded,Military & Adventure,,New,,,,264279669237,85.99,2,,,TBLeague 1:6 PL2016-M33 Muscular Male Steel Seamless Body 12'' Action Figure ,Action Figure,2018
2245,0,Character,Other Action Figures,Cyberman,New,,,,323930866816,100.0,1,"Oct 13, 2019",,Doctor Who Cyberman Age of Steel Action Figure Set  3-Pack BBC,3 pack,
2246,0,COOMODEL,"TV, Movie & Video Games",,New,2002-Now,,,143098876473,18.99,1,,,COOMODEL SE037 1/6 Scale Knights of the Realm - Kingsguard Shirt & Pants Model,Action Figure,2018
2247,0,SUPERMAD TOYS,"TV, Movie & Video Games",Robin Hood,New,,,,174032271427,139.99,1,,12in.,SUPERMAD TOYS custom made HaHaHa Joke 52 1/6 Action Figure standard Ver,Action Figure,
2248,0,Mattel,"TV, Movie & Video Games",Dragon Blaster Skeletor,Used,1980-2001,Masters of the Universe,,303318434657,135.0,1,"Oct 13, 2019",,"MOTU, Dragon Blaster Skeletor, Masters of the Universe, figure, complete, Lock",Action Figure,1980's
2249,0,Mattel,Sports,,Used,2002-Now,,,183874287614,30.0,1,"Oct 13, 2019",,WWE Mattel Figure Hardcore Lot Tables Ladder Andre Trophy Cinder Blocks Monitor,Action Figure,
2250,0,Mattel,"TV, Movie & Video Games",,New,,Masters of the Universe,,174061282331,52.0,1,"Oct 13, 2019",7in.,Masters of the Universe Classics MOTUC Super7 Grayskull Filmation Man E Faces,Action Figure,
2251,0,NECA,"TV, Movie & Video Games",Marv,New,2002-Now,Sin City,,153614407210,18.0,1,"Oct 13, 2019",7in.,Neca Series 1 Marv Black And White Sin City Figure Frank Miller Robert Rodriguez,Action Figure,
2252,0,POPTOYS,"TV, Movie & Video Games",,New,2002-Now,,,293181178906,25.99,16,,12in.,POPTOYS 92003 92004 1/6 Female Body 12'' Flexible Action Figure Doll Toy ,Action Figure,2019
2253,0,Weijiang,Transformers & Robots,Optimus Prime,New,2002-Now,,,392306286059,56.01,65,,10in.,Oversized Optimus Prime for Transformers The Last Knight BOY GIFT Masterpiece,Action Figure,2017
2254,0,Hasbro,Comic Book Heroes,Dr. Sivana,New,2002-Now,DC Universe,,254153276643,29.15,6,,6in.,DC Multiverse DR. SIVANA Loose Complete DCEU Shazam Movie Figure 6 Inch IN HAND!,Action Figure,
2255,0,In the title,"TV, Movie & Video Games",,New,,,,401723310154,23.94,1,,,Pop! Vinyl--Crash Bandicoot - Crash with Scuba Gear Pop! Vinyl,,
2256,0,Unbranded,"TV, Movie & Video Games",,New,2002-Now,Futurama,,254277186891,49.99,3,,10” X 7” X 24”,3D Printed Futurama Bender 2FT Tall! - Free Shipping!,Action Figure,2017
2257,0,ZACPARIS,"TV, Movie & Video Games",,New,,,,141780974514,8.0,220,,,CUSTOM STICKERS for STAR WARS Lego 7965 MILLENNIUM FALCON +10179 PLAQUE STICKER,,
2258,0,Ringside Collectibles,Sports,,Used,,WWE,,113922257890,39.99,4,,,WWE Jakks Classic Superstars protective cases Ringside Collectibles Cagno Corp.,Action Figure,
2259,0,Kidrobot,Designer & Urban Vinyl,,New,2002-Now,,,312727084591,11.95,1,,3in.,So Youn Lee - Strawberry - DTA - Designer Toy Awards Dunny Vinyl Fig Kidrobot ,Action Figure,
2260,0,Kidrobot,Designer & Urban Vinyl,,New,2002-Now,,,312576869693,11.4,1,,3in.,"Tiger - Wild Ones 3"" Dunny Vinyl Mini Figure by Kidrobot",Action Figure,
2261,0,Kidrobot,Designer & Urban Vinyl,,New,2002-Now,,,312384398264,10.52,3,,3in.,"The Lovers - Arcane Divination Dunny Series 3"" Vinyl Figure Kidrobot New",Action Figure,
2262,0,Kidrobot,Designer & Urban Vinyl,,New,2002-Now,,,312282024061,10.95,8,"Oct 13, 2019",3in.,Rook White - Shah Mat Chess Series with Pawn Otto Bjornik -  Kidrobot ,Action Figure,
2263,0,Kidrobot,Designer & Urban Vinyl,,New,2002-Now,,,312262007579,13.16,4,,3in.,Lucyfur - The Odd Ones by Scott Tolleson x Kidrobot Dunny Series,Action Figure,
2264,0,Kidrobot,Designer & Urban Vinyl,,New,2002-Now,,,183855214779,4.36,1,,3in.,Hopper - The Odd Ones by Scott Tolleson x Kidrobot Dunny Series New,Action Figure,
2265,0,Kidrobot,Designer & Urban Vinyl,,New,2002-Now,,,312787541251,18.95,2,"Oct 13, 2019",3in.,AZER AVA - SPIRITUS DEA DUNNY MINI ART FIGURE SERIES BY KIDROBOT,Action Figure,
2266,0,Kidrobot,Designer & Urban Vinyl,,New,2002-Now,,,312717864052,8.95,2,,3in.,So Youn Lee - Watermelon - DTA - Designer Toy Awards Dunny Vinyl Fig Kidrobot ,Action Figure,
2267,0,Kidrobot,Designer & Urban Vinyl,,New,2002-Now,,,183970029352,10.52,1,,3in.,"Mad Butcher #1 - The 13 Dunny Series by Brandt Peters x Kidrobot 3"" Fig NEW",Action Figure,
2268,0,Kidrobot,Designer & Urban Vinyl,,New,2002-Now,,,183514324849,11.4,1,,3in.,Fish! #4 The 13 Dunny Series by Brandt Peters x Kidrobot NEW Mint in Box,Action Figure,
2269,0,Hasbro,Military & Adventure,,Used,,,,264465361920,14.95,1,"Oct 13, 2019",,1985 Cobra Tele Viper - 100% complete (vintage GI Joe figure),Action Figure,1985
2270,0,Hasbro,Military & Adventure,,Used,,,,264429987701,14.95,1,"Oct 13, 2019","3.75""",1988 Blizzard - 100% complete (vintage Hasbro GI Joe figure),Action Figure,
2271,0,Hasbro,Military & Adventure,,Used,,,,254354951583,24.95,1,"Oct 13, 2019","3.75""",1987 Jinx - 100% complete (vintage Hasbro GI Joe figure),Action Figure,1987
2272,0,Hasbro,Military & Adventure,,Used,,,,254310875382,15.95,1,"Oct 13, 2019",,1986 Dr. Mindbender - 100% complete (vintage GI Joe figure),Action Figure,1986
2273,0,Bandai,"TV, Movie & Video Games",Kyoryuger,Used,,Power Rangers,,264486310251,31.0,1,"Oct 13, 2019",DX,Power Rangers Dino Charge Kyoryuger Pachy zord bunpachy From Japan Free Shipping,Action Figure,2013
2274,0,McFarlane Toys,"TV, Movie & Video Games",RoboCop,Used,2002-Now,Robocop,,264473792877,32.5,1,"Oct 13, 2019",7in.,"Robocop 7"" Figure Mcfarlane Movie Maniacs ",Action Figure,2004
2275,0,Takara,Transformers & Robots,,New,2002-Now,,,113746521327,59.39,7,,20CM,Transformers Toy Masterpiece MP-41 Beast Wars Dinobot K.O Ver figure in stock,Action Figure,2017
2276,0,Hasbro,Transformers & Robots,"Arcee, Chroma, Mikaela",Used,2002-Now,Transformers,,283641859012,35.0,1,"Oct 13, 2019",3 in,"Arcee, Chroma, &  Mikaela - Human Alliance - Transformers LOT OF 3",Action Figure,
2277,0,Hasbro,Transformers & Robots,,New,,,,303288381394,22.5,1,"Oct 13, 2019",,2006 Hasbro Transformers Movie 1 PROTOFORM OPTIMUS PRIME Figure MOC,Action Figure,
2278,0,Kenner,Military & Adventure,Francie,Used,,GI Joe,,352785632437,70.0,1,"Oct 13, 2019",12in.,Kenner G.I. Joe Francis S. Currey Medal of Honor Action Figure-Read Description,Action Figure,
2279,0,Bandai,"TV, Movie & Video Games",Ladybug,Used,2002-Now,Miraculous: Tales of Ladybug & Cat Noir,,333352423460,22.0,1,"Oct 13, 2019",5.5in.,"5.5"" Miraculous Ladybug, Stormy, and Lady Wifi - Action Figure - Bandai - Lot",Action Figure,2016
2280,0,Hasbro,"TV, Movie & Video Games",,New,2002-Now,LOST KITTIES,,383110921682,34.99,11,,,  ITTY BITTY LOST KITTIES   Lot 24 New Sealed Box Unopened Free Shipping,Action Figure,2018
2281,0,Treasure X,Other Action Figures,,New,,,,352772862563,12.97,1,"Oct 13, 2019",,NEW FACTORY SEALED MOOSE TOYS Treasure X Dragons Gold Mini Beast & Hunter,Single Figures,
2282,0,Bandai,Comic Book Heroes,Lady Wifi,New,,Miraculous Ladybug,,333351856252,12.0,1,"Oct 13, 2019",approx 5.5in,"MIRACULOUS LADYBUG, LADY WIFI, BANDAI toys 2016 39727",Action Figure,2016
2283,3,Hasbro,"TV, Movie & Video Games",Spirit,Used,1980-2001,GI Joe,,133194099530,16.5,1,"Oct 13, 2019",3.75in.,1984 ARAH G.I.Joe V1 SPIRIT Tracker Action Figure,Action Figure,1984
2284,0,Mezco,"TV, Movie & Video Games",,Used,,Scarface,,133154224601,25.0,1,,,ESAR0018. Scarface THE FALL Figure w/ Machine Gun & Removeable Clip MEZCO (2005),Action Figure,2005
2285,0,Funko,Anime & Manga,,New,,,,392187918228,10.65,63,,Does Not Apply,Funko Pop Animation: My Hero Academia - Shota Aizawa Vinyl Figure Item #32135,Does Not Apply,
2286,1,ToyBiz,Comic Book Heroes,Namor the Sub-Mariner,New,2002-Now,Marvel Universe,,153682905769,15.0,1,"Oct 13, 2019",6in.,MARVEL LEGENDS NAMOR SERIES II 2 TOYBIZ NIB NEW THE SAVAGE SUB-MARINER,Action Figure,
2287,0,W.E.P.,"TV, Movie & Video Games",King Zarkon,Used,1980-2001,Voltron,,123927539432,4.99,1,"Oct 13, 2019",4in.,vINTAGE 1984 W.E.P. Voltron King Zarkon Action Figure,Action Figure,1984
2288,0,Bandai,"TV, Movie & Video Games",Iron Man,New,2002-Now,Avengers,,254385045790,141.99,1,"Oct 13, 2019",6in.,Genuine Japanese BANDAI S.H. Figuarts AVENGERS ENDGAME IRON MAN Mk 85 FIGURE SHF,Action Figure,2019
2289,0,Playmates Toys,"TV, Movie & Video Games",,Used,1980-2001,Teenage Mutant Ninja Turtles,,163810715445,75.0,1,"Oct 13, 2019",,VINTAGE LOT OF (27)  PLAYMATE TEENAGE MUTANT NINJA TURTLES ACTION FIGURES ,Action Figure,
2290,0,FUNKO,"TV, Movie & Video Games",,New,2002-Now,AD ICONS,,401916741081,7.95,1,,3in.,FUNKO Mystery Minis AD ICONS SPECIALTY SERIES - COUNT CHOCULA 1/6,Action Figure,2019
2291,0,JAKKS Pacific,"TV, Movie & Video Games",,New,2002-Now,Star Wars,,272642247002,13.99,1,"Oct 13, 2019",18 inches,"NIB STAR WARS THE FORCE AWAKENS ""REY"" 18 INCH  LIGHTSABER FABRIC CLOTHES",Action Figure,
2292,0,FUNKO,"TV, Movie & Video Games",,New,2002-Now,AD ICONS,,362777520741,8.95,1,,3in.,FUNKO Mystery Minis AD ICONS SPECIALTY SERIES - FRANKENBERRY 1/12,Action Figure,2019
2293,0,Hasbro,Transformers & Robots,Soundwave,New,2002-Now,Transformers,,401754077488,106.04,2,,9in.,MISB in USA  Transformers Takara Legends Soundwave Golden Lagoon G1,Action Figure,2019
2294,0,FUNKO,"TV, Movie & Video Games",,New,2002-Now,AD ICONS,,362777520739,29.95,1,,3in.,FUNKO Mystery Minis AD ICONS SPECIALTY SERIES - BOO BERRY 1/36,Action Figure,2019
2295,0,Mattel,"TV, Movie & Video Games",,New,,Jurassic World,,163399502068,38.99,227,,8.5 x 4 x 17,Mattel Jurassic World Real Feel Mosasaurus Swimming Figure Fallen Kingdom Toy ,Action Figure,2018
2296,0,FUNKO,"TV, Movie & Video Games",,New,2002-Now,AD ICONS,,401916741043,14.95,3,"Oct 13, 2019",3in.,FUNKO Mystery Minis AD ICONS SPECIALTY SERIES YUMMY MUMMY 1/24,Action Figure,2019
2297,0,FUNKO,"TV, Movie & Video Games",Aquaman,New,2002-Now,Aquaman,,401753164135,10.95,2,"Oct 13, 2019",3in.,FUNKO MYSTERY MINIS DC COMICS AQUAMAN MOVIE SERIES AQUAMAN # 2,Action Figure,2019
2298,0,Kenner,"TV, Movie & Video Games",Oola & Salacious Crumb,New,1980-2001,Star Wars,,174060193878,16.99,1,"Oct 13, 2019",3.75in.,"Star Wars POTF2 3.75"" Oola and Salacious Crumb Fan Club 2-Pack",Action Figure,1998
2299,0,Toy Vault,Other Action Figures,,New,,,,383011729336,32.95,1,"Oct 13, 2019",8in.,EVERQUEST MALE TROLL THE RUINS OF KUNARK 8 INCH FIGURE SERIES 1 TOY VAULT,Action Figure,2000
2300,0,Mattel,Sports,,Used,,WWE,,183959286506,16.99,1,"Oct 13, 2019",,Seth Rollins WWE Mattel Elite Series 57 Action Figure Complete w/ Torch & Shirt ,Action Figure,
2301,0,Mattel,"TV, Movie & Video Games",Serpentine King Hssss,Used,2002-Now,Masters of the Universe,,323941828114,35.0,1,"Oct 13, 2019",,"MOTUC, Serpentine King Hssss, complete, Hiss, Masters of the Universe Classics",Action Figure,2000's
2302,0,,"TV, Movie & Video Games",Stormtrooper,Used,,,,223648317753,19.0,1,"Oct 13, 2019",18in., 4 Star Wars  Action Figures - 18-Inch tall,Action Figure,
2303,0,Mattel,"TV, Movie & Video Games",,New,,Street Sharks,,333351709336,129.99,2,"Oct 13, 2019",,New Vintage Mattel Street Sharks Slugger Slammu Action Figure 1995 Complete,Action Figure,1995
2304,0,McFarlane,Sports,,New,,,,372608906546,9.99,3,"Oct 12, 2019",,Mark Messier 2000 McFarlane Series 2 Action Figure,,
2305,0,JAKKS Pacific,Sports,Dudley Boyz,Used,2002-Now,,,372755452332,17.0,1,"Oct 12, 2019","7""",WWE THE DUDLEY BOYZ BUBBA RAY & D-VON JAKKS WRESTLING FIGURES TEAM 3D SET BOYS,Action Figure,2003
2306,0,McFarlane,Sports,,New,,,,352601134631,9.99,3,,,Jaromir Jagr 2000 McFarlane Series 2 Action Figure New,,
2307,0,JAWS,"TV, Movie & Video Games",James Bond,New,,James Bond,,233283359421,93.98,1,"Oct 12, 2019",,James Bond 007 Jaws Figure Spy who love me Exclusive Premiere Vintage ,Action Figure,
2308,0,Unbranded,Transformers & Robots,,New,,,,273942357246,27.99,2,,,New MS-TOYS MS-B07 Robot Action Figure Red Cannon mini Sideswipe,,
2309,0,McFarlane,Sports,,New,,,,352601134553,9.99,3,,,Pavel Bure 2000 McFarlane Series 2 Action Figure New,,
2310,0,Bandai,Anime & Manga,,New,,,,383076627012,34.46,1,,,Figure-rise Standard Dragon Ball Super Saiyan Son Goku Gokou Model Kit Bandai,,
2311,0,ToyBiz,Comic Book Heroes,Iron Fist,New,,,,372779114620,17.95,1,"Oct 12, 2019",,MARVEL'S GOLD IRON FIST ACTION FIGURE LIMITED EDITION  FREE SHIPPING,Action Figure,
2312,0,Marvel,Comic Book Heroes,Black Widow,New,,,,233353356850,44.99,1,"Oct 12, 2019",,Taskmaster action figure BLACK WIDOW MOVIE Marvel Gold Toy Biz 1997,Action Figure,1997
2313,0,ToyBiz,Comic Book Heroes,Doctor Doom,Used,,Fantastic Four,,254380481759,9.99,1,"Oct 12, 2019",,Toy Biz Fantastic Four Dr. Doom Action Figure w/ cape and gun,Action Figure,
2314,0,ToyBiz,Comic Book Heroes,Luke Cage,Used,,Avengers,,254372567079,9.99,1,"Oct 12, 2019",,Toy Biz Marvel's Gold Luke Cage Action Figure w/ bent bar and chain belt,Action Figure,
2315,0,ToyBiz,Comic Book Heroes,Captain Marvel,Used,,Avengers,,254372562984,10.99,1,"Oct 12, 2019",,Toy Biz Marvel's Gold Captain Marvel Mar-Vell Action Figure Avengers,Action Figure,
2316,0,ToyBiz,Comic Book Heroes,Vision,Used,,Avengers,,254372560403,14.99,1,"Oct 12, 2019",,Toy Biz Marvel's Gold Vision Action Figure Avengers,Action Figure,
2317,0,ToyBiz,Comic Book Heroes,Moon Knight,Used,,Marvel Universe,,254372558965,14.99,1,"Oct 12, 2019",,Toy Biz Marvel's Gold Moon Knight Action Figure w/ Cape,Action Figure,
2318,0,ToyBiz,Comic Book Heroes,Vulture,Used,,Spider-Man,,254363015480,9.99,1,"Oct 12, 2019",,Toy Biz Spider-Man Bug Busters Vulture Figure w/ bug and firing disc,Action Figure,
2319,0,,Comic Book Heroes,,New,,,,173866259466,16.54,1,"Oct 12, 2019",,Marvel Universe Dragon Man Toy Biz Figure w/ Fire Breathing Action,,
2320,0,ToyBiz,Comic Book Heroes,,New,1980-2001,Marvel Universe,,153357542611,43.42,1,"Oct 12, 2019","5.5""",Marvel Comics Marvel's Gold Collector's Edition: BLACK PANTHER Action Figure!,Action Figure,1998
2321,8,Mattel,Comic Book Heroes,,Used,2002-Now,,,202793890741,21.5,1,"Oct 12, 2019",,MATTEL JLU JUSTICE LEAGUE SHAZAM CAPTAIN MARVEL,Action Figure,
2322,0,Funko,"TV, Movie & Video Games",,New,,,,392296233538,10.29,101,,,FUNKO POP! TELEVISION: Stranger Things - Dustin (At Camp) [New Toys] Vinyl Fig,,
2323,0,Hasbro,Military & Adventure,,Used,,GI Joe,,123704714540,24.99,1,"Oct 12, 2019",12in.,"GI JOE 12"" ACTION FIGURE LOT w/ WEAPONS SCUBA COMPOUND BOW RIFLES SWORDS HASBRO",Action Figure,
2324,0,Kenner,Sports,Jeff Conine,New,,,,333165127111,7.88,1,,,Starting Lineup SLU 1995 Jeff Conine 1995 Edition Florida Marlins Sports Figure,Action Figure,
2325,0,KuBianBao,Transformers & Robots,,New,,,,273567395058,49.99,8,,,Transformers KuBianBao MCS-01 MP-10V Red Optimus Prime In Stock,Action Figure,
2326,4,Mattel,Comic Book Heroes,,Used,2002-Now,,,202793890798,11.0,1,"Oct 12, 2019",,MATTEL JLU JUSTICE LEAGUE SHAZAM MARY MARVEL,Action Figure,
2327,1,Hasbro,"TV, Movie & Video Games",,New,2002-Now,Star Wars,,133193869676,2.5,1,"Oct 12, 2019",,STAR WARS ATTACK OF THE CLONES ANAKIN SKYWALKER HANGAR DUEL 2002 NEW PRISTINE,Action Figure,2002
2328,1,Hasbro,"TV, Movie & Video Games",,New,2002-Now,Star Wars,,133193869691,2.5,1,"Oct 12, 2019",,STAR WARS ATTACK OF THE CLONES ORN FREE TAA 2002 NEW SEALED PRISTINE,Action Figure,2002
2329,1,Hasbro,"TV, Movie & Video Games",,New,2002-Now,Star Wars,,133193869682,2.5,1,"Oct 12, 2019",,STAR WARS ATTACK OF THE CLONES ANAKIN SKYWALKER TATOOINE 2002 NEW PRISTINE,Action Figure,2002
2330,0,Star Wars,"TV, Movie & Video Games",Luke Skywalker,New,,Star Wars,,153582796566,44.99,1,"Oct 12, 2019",,RARE 2009 Star Wars Legacy Collection SDCC Comic Con smiling Luke Skywalker,Action Figure,2009
2331,1,,"TV, Movie & Video Games",Droid,Used,,,,202793890858,0.99,1,"Oct 12, 2019",3.75in.,"Star Wars 3.75"" Droideka Destroyer Droid Action Figure",Action Figure,
